id,lemma,pos
oewn-restrictively-r,restrictively,r
oewn-retail-r,retail,r
oewn-retentively-r,retentively,r
oewn-reticently-r,reticently,r
oewn-retroactively-r,retroactively,r
oewn-retrospectively-r,retrospectively,r
oewn-revengefully-r,revengefully,r
oewn-reverentially-r,reverentially,r
oewn-reverently-r,reverently,r
oewn-reversely-r,reversely,r
oewn-reversibly-r,reversibly,r
oewn-revoltingly-r,revoltingly,r
oewn-rewardingly-r,rewardingly,r
oewn-rhapsodically-r,rhapsodically,r
oewn-rhetorically-r,rhetorically,r
oewn-rhythmically-r,rhythmically,r
oewn-richly-r,richly,r
oewn-ridiculously-r,ridiculously,r
oewn-right-r,right,r
oewn-right_along-r,right along,r
oewn-right_away-r,right away,r
oewn-right_on-r,right on,r
oewn-right_smart-r,right smart,r
oewn-right-down-r,right-down,r
oewn-righteously-r,righteously,r
oewn-rightfully-r,rightfully,r
oewn-rightly-r,rightly,r
oewn-rigidly-r,rigidly,r
oewn-rigorously-r,rigorously,r
oewn-riotously-r,riotously,r
oewn-ripely-r,ripely,r
oewn-riskily-r,riskily,r
oewn-ritually-r,ritually,r
oewn-roaring-r,roaring,r
oewn-robustly-r,robustly,r
oewn-roguishly-r,roguishly,r
oewn-rollickingly-r,rollickingly,r
oewn-romantically-r,romantically,r
oewn-roomily-r,roomily,r
oewn-rotationally-r,rotationally,r
oewn-rottenly-r,rottenly,r
oewn-rotundly-r,rotundly,r
oewn-rough-r,rough,r
oewn-roughly-r,roughly,r
oewn-round-r,round,r
oewn-round_the_clock-r,round the clock,r
oewn-round-arm-r,round-arm,r
oewn-roundly-r,roundly,r
oewn-routinely-r,routinely,r
oewn-rowdily-r,rowdily,r
oewn-royally-r,royally,r
oewn-rudely-r,rudely,r
oewn-ruefully-r,ruefully,r
oewn-ruggedly-r,ruggedly,r
oewn-ruinously-r,ruinously,r
oewn-rurally-r,rurally,r
oewn-ruthlessly-r,ruthlessly,r
oewn-C.E.-r,C.E.,r
oewn-C.O.D.-r,C.O.D.,r
oewn-CE-r,CE,r
oewn-COD-r,COD,r
oewn-Common_Era-r,Common Era,r
oewn-cagily-r,cagily,r
oewn-cajolingly-r,cajolingly,r
oewn-calculatingly-r,calculatingly,r
oewn-callously-r,callously,r
oewn-calmly-r,calmly,r
oewn-calumniously-r,calumniously,r
oewn-candidly-r,candidly,r
oewn-cannily-r,cannily,r
oewn-canonically-r,canonically,r
oewn-cantankerously-r,cantankerously,r
oewn-cap-a-pie-r,cap-a-pie,r
oewn-capably-r,capably,r
oewn-capriciously-r,capriciously,r
oewn-captiously-r,captiously,r
oewn-captivatingly-r,captivatingly,r
oewn-carefully-r,carefully,r
oewn-carelessly-r,carelessly,r
oewn-carnally-r,carnally,r
oewn-cash_on_delivery-r,cash on delivery,r
oewn-casually-r,casually,r
oewn-catalytically-r,catalytically,r
oewn-catastrophically-r,catastrophically,r
oewn-categorically-r,categorically,r
oewn-caudal-r,caudal,r
oewn-caudally-r,caudally,r
oewn-causally-r,causally,r
oewn-caustically-r,caustically,r
oewn-cautiously-r,cautiously,r
oewn-cavalierly-r,cavalierly,r
oewn-ceaselessly-r,ceaselessly,r
oewn-centennially-r,centennially,r
oewn-centrally-r,centrally,r
oewn-cerebrally-r,cerebrally,r
oewn-ceremonially-r,ceremonially,r
oewn-ceremoniously-r,ceremoniously,r
oewn-certainly-r,certainly,r
oewn-ceteris_paribus-r,ceteris paribus,r
oewn-cf-r,cf,r
oewn-cf.-r,cf.,r
oewn-chaotically-r,chaotically,r
oewn-characteristically-r,characteristically,r
oewn-charily-r,charily,r
oewn-charitably-r,charitably,r
oewn-charmingly-r,charmingly,r
oewn-chastely-r,chastely,r
oewn-chattily-r,chattily,r
oewn-cheaply-r,cheaply,r
oewn-cheek_by_jowl-r,cheek by jowl,r
oewn-cheekily-r,cheekily,r
oewn-cheerfully-r,cheerfully,r
oewn-cheerily-r,cheerily,r
oewn-cheerlessly-r,cheerlessly,r
oewn-chemically-r,chemically,r
oewn-chiefly-r,chiefly,r
oewn-childishly-r,childishly,r
oewn-chintzily-r,chintzily,r
oewn-chirpily-r,chirpily,r
oewn-chivalrously-r,chivalrously,r
oewn-chock-r,chock,r
oewn-chock-a-block-r,chock-a-block,r
oewn-chop-chop-r,chop-chop,r
oewn-chorally-r,chorally,r
oewn-chromatically-r,chromatically,r
oewn-chromatographically-r,chromatographically,r
oewn-chronically-r,chronically,r
oewn-chronologically-r,chronologically,r
oewn-churlishly-r,churlishly,r
oewn-circularly-r,circularly,r
oewn-circumspectly-r,circumspectly,r
oewn-circumstantially-r,circumstantially,r
oewn-civilly-r,civilly,r
oewn-clammily-r,clammily,r
oewn-clamorously-r,clamorously,r
oewn-clannishly-r,clannishly,r
oewn-classically-r,classically,r
oewn-clean-r,clean,r
oewn-cleanly-r,cleanly,r
oewn-clear-r,clear,r
oewn-clearly-r,clearly,r
oewn-cleverly-r,cleverly,r
oewn-climatically-r,climatically,r
oewn-clinically-r,clinically,r
oewn-cliquishly-r,cliquishly,r
oewn-clockwise-r,clockwise,r
oewn-close-r,close,r
oewn-close_to-r,close to,r
oewn-close_to_the_wind-r,close to the wind,r
oewn-close_up-r,close up,r
oewn-closely-r,closely,r
oewn-closer-r,closer,r
oewn-closest-r,closest,r
oewn-cloyingly-r,cloyingly,r
oewn-clumsily-r,clumsily,r
oewn-coarsely-r,coarsely,r
oewn-coastward-r,coastward,r
oewn-coastwise-r,coastwise,r
oewn-coaxingly-r,coaxingly,r
oewn-cognitively-r,cognitively,r
oewn-coherently-r,coherently,r
oewn-coincidentally-r,coincidentally,r
oewn-coincidently-r,coincidently,r
oewn-cold-bloodedly-r,cold-bloodedly,r
oewn-coldly-r,coldly,r
oewn-collect-r,collect,r
oewn-collectedly-r,collectedly,r
oewn-collectively-r,collectively,r
oewn-colloidally-r,colloidally,r
oewn-colloquially-r,colloquially,r
oewn-combatively-r,combatively,r
oewn-come_hell_or_high_water-r,come hell or high water,r
oewn-comfortably-r,comfortably,r
oewn-comfortingly-r,comfortingly,r
oewn-comically-r,comically,r
oewn-commendable-r,commendable,r
oewn-commensally-r,commensally,r
oewn-commercially-r,commercially,r
oewn-commonly-r,commonly,r
oewn-communally-r,communally,r
oewn-compactly-r,compactly,r
oewn-comparably-r,comparably,r
oewn-comparatively-r,comparatively,r
oewn-compassionately-r,compassionately,r
oewn-compatibly-r,compatibly,r
oewn-competently-r,competently,r
oewn-competitively-r,competitively,r
oewn-complacently-r,complacently,r
oewn-complainingly-r,complainingly,r
oewn-completely-r,completely,r
oewn-complexly-r,complexly,r
oewn-composedly-r,composedly,r
oewn-comprehensively-r,comprehensively,r
oewn-compulsively-r,compulsively,r
oewn-compulsorily-r,compulsorily,r
oewn-computationally-r,computationally,r
oewn-con-r,con,r
oewn-con_brio-r,con brio,r
oewn-concavely-r,concavely,r
oewn-conceitedly-r,conceitedly,r
oewn-conceivably-r,conceivably,r
oewn-conceptually-r,conceptually,r
oewn-concernedly-r,concernedly,r
oewn-concisely-r,concisely,r
oewn-conclusively-r,conclusively,r
oewn-concretely-r,concretely,r
oewn-concurrently-r,concurrently,r
oewn-condescendingly-r,condescendingly,r
oewn-conditionally-r,conditionally,r
oewn-confessedly-r,confessedly,r
oewn-confidentially-r,confidentially,r
oewn-confidently-r,confidently,r
oewn-confidingly-r,confidingly,r
oewn-conformably-r,conformably,r
oewn-confoundedly-r,confoundedly,r
oewn-confusedly-r,confusedly,r
oewn-confusingly-r,confusingly,r
oewn-congenially-r,congenially,r
oewn-conically-r,conically,r
oewn-conjecturally-r,conjecturally,r
oewn-conjointly-r,conjointly,r
oewn-conjugally-r,conjugally,r
oewn-connubial-r,connubial,r
oewn-conscientiously-r,conscientiously,r
oewn-consciously-r,consciously,r
oewn-consecutive-r,consecutive,r
oewn-consecutively-r,consecutively,r
oewn-consequentially-r,consequentially,r
oewn-consequently-r,consequently,r
oewn-conservatively-r,conservatively,r
oewn-considerably-r,considerably,r
oewn-considerately-r,considerately,r
oewn-consistently-r,consistently,r
oewn-consolingly-r,consolingly,r
oewn-conspicuously-r,conspicuously,r
oewn-constantly-r,constantly,r
oewn-constitutionally-r,constitutionally,r
oewn-constrainedly-r,constrainedly,r
oewn-constructively-r,constructively,r
oewn-contagiously-r,contagiously,r
oewn-contemporaneously-r,contemporaneously,r
oewn-contemptibly-r,contemptibly,r
oewn-contemptuously-r,contemptuously,r
oewn-contentedly-r,contentedly,r
oewn-contextually-r,contextually,r
oewn-continually-r,continually,r
oewn-continuously-r,continuously,r
oewn-contractually-r,contractually,r
oewn-contradictorily-r,contradictorily,r
oewn-contrarily-r,contrarily,r
oewn-contrariwise-r,contrariwise,r
oewn-contrastingly-r,contrastingly,r
oewn-contritely-r,contritely,r
oewn-controversially-r,controversially,r
oewn-contumaciously-r,contumaciously,r
oewn-contumeliously-r,contumeliously,r
oewn-conveniently-r,conveniently,r
oewn-conventionally-r,conventionally,r
oewn-conversationally-r,conversationally,r
oewn-conversely-r,conversely,r
oewn-convexly-r,convexly,r
oewn-convincingly-r,convincingly,r
oewn-convivially-r,convivially,r
oewn-convulsively-r,convulsively,r
oewn-coolly-r,coolly,r
oewn-cooperatively-r,cooperatively,r
oewn-coordinately-r,coordinately,r
oewn-copiously-r,copiously,r
oewn-coquettishly-r,coquettishly,r
oewn-cordially-r,cordially,r
oewn-correctly-r,correctly,r
oewn-correspondingly-r,correspondingly,r
oewn-corruptedly-r,corruptedly,r
oewn-corruptly-r,corruptly,r
oewn-cortically-r,cortically,r
oewn-cosily-r,cosily,r
oewn-cosmetically-r,cosmetically,r
oewn-coterminously-r,coterminously,r
oewn-counter-r,counter,r
oewn-counteractively-r,counteractively,r
oewn-counterclockwise-r,counterclockwise,r
oewn-counterintuitively-r,counterintuitively,r
oewn-courageously-r,courageously,r
oewn-course-r,course,r
oewn-courteously-r,courteously,r
oewn-covertly-r,covertly,r
oewn-covetously-r,covetously,r
oewn-coyly-r,coyly,r
oewn-cozily-r,cozily,r
oewn-craftily-r,craftily,r
oewn-crazily-r,crazily,r
oewn-creakily-r,creakily,r
oewn-creakingly-r,creakingly,r
oewn-creatively-r,creatively,r
oewn-credibly-r,credibly,r
oewn-creditably-r,creditably,r
oewn-credulously-r,credulously,r
oewn-criminally-r,criminally,r
oewn-crisply-r,crisply,r
oewn-crisscross-r,crisscross,r
oewn-critically-r,critically,r
oewn-crookedly-r,crookedly,r
oewn-cross-country-r,cross-country,r
oewn-cross-legged-r,cross-legged,r
oewn-cross-linguistically-r,cross-linguistically,r
oewn-crossly-r,crossly,r
oewn-crosstown-r,crosstown,r
oewn-crossways-r,crossways,r
oewn-crosswise-r,crosswise,r
oewn-crucially-r,crucially,r
oewn-crudely-r,crudely,r
oewn-cruelly-r,cruelly,r
oewn-crushingly-r,crushingly,r
oewn-cryptically-r,cryptically,r
oewn-cryptographically-r,cryptographically,r
oewn-culpably-r,culpably,r
oewn-culturally-r,culturally,r
oewn-cum_laude-r,cum laude,r
oewn-cumulatively-r,cumulatively,r
oewn-cunningly-r,cunningly,r
oewn-curiously-r,curiously,r
oewn-currently-r,currently,r
oewn-currishly-r,currishly,r
oewn-cursedly-r,cursedly,r
oewn-cursively-r,cursively,r
oewn-cursorily-r,cursorily,r
oewn-curtly-r,curtly,r
oewn-curvaceously-r,curvaceously,r
oewn-cussedly-r,cussedly,r
oewn-customarily-r,customarily,r
oewn-cutely-r,cutely,r
oewn-cuttingly-r,cuttingly,r
oewn-cynically-r,cynically,r
oewn-cytophotometrically-r,cytophotometrically,r
oewn-cytoplasmically-r,cytoplasmically,r
oewn-i.e.-r,i.e.,r
oewn-ib.-r,ib.,r
oewn-ibid.-r,ibid.,r
oewn-ibidem-r,ibidem,r
oewn-icily-r,icily,r
oewn-id_est-r,id est,r
oewn-ideally-r,ideally,r
oewn-identically-r,identically,r
oewn-identifiably-r,identifiably,r
oewn-ideographically-r,ideographically,r
oewn-ideologically-r,ideologically,r
oewn-idiomatically-r,idiomatically,r
oewn-idiotically-r,idiotically,r
oewn-idly-r,idly,r
oewn-idolatrously-r,idolatrously,r
oewn-idyllically-r,idyllically,r
oewn-ie-r,ie,r
oewn-if_not-r,if not,r
oewn-ignobly-r,ignobly,r
oewn-ignominiously-r,ignominiously,r
oewn-ignorantly-r,ignorantly,r
oewn-ill-r,ill,r
oewn-illegally-r,illegally,r
oewn-illegibly-r,illegibly,r
oewn-illegitimately-r,illegitimately,r
oewn-illiberally-r,illiberally,r
oewn-illicitly-r,illicitly,r
oewn-illogically-r,illogically,r
oewn-illustriously-r,illustriously,r
oewn-imaginatively-r,imaginatively,r
oewn-immaculately-r,immaculately,r
oewn-immaturely-r,immaturely,r
oewn-immeasurably-r,immeasurably,r
oewn-immediately-r,immediately,r
oewn-immensely-r,immensely,r
oewn-imminently-r,imminently,r
oewn-immoderately-r,immoderately,r
oewn-immodestly-r,immodestly,r
oewn-immorally-r,immorally,r
oewn-immovably-r,immovably,r
oewn-immunologically-r,immunologically,r
oewn-immutably-r,immutably,r
oewn-impalpably-r,impalpably,r
oewn-impartially-r,impartially,r
oewn-impassively-r,impassively,r
oewn-impatiently-r,impatiently,r
oewn-impeccably-r,impeccably,r
oewn-impenitently-r,impenitently,r
oewn-imperatively-r,imperatively,r
oewn-imperceptibly-r,imperceptibly,r
oewn-imperfectly-r,imperfectly,r
oewn-imperially-r,imperially,r
oewn-imperiously-r,imperiously,r
oewn-impermissibly-r,impermissibly,r
oewn-impersonally-r,impersonally,r
oewn-impertinently-r,impertinently,r
oewn-impetuously-r,impetuously,r
oewn-impiously-r,impiously,r
oewn-impishly-r,impishly,r
oewn-implausibly-r,implausibly,r
oewn-implicitly-r,implicitly,r
oewn-imploringly-r,imploringly,r
oewn-impolitely-r,impolitely,r
oewn-importantly-r,importantly,r
oewn-importunately-r,importunately,r
oewn-imposingly-r,imposingly,r
oewn-impossibly-r,impossibly,r
oewn-impotently-r,impotently,r
oewn-impracticably-r,impracticably,r
oewn-imprecisely-r,imprecisely,r
oewn-impregnably-r,impregnably,r
oewn-impressively-r,impressively,r
oewn-improbably-r,improbably,r
oewn-impromptu-r,impromptu,r
oewn-improperly-r,improperly,r
oewn-improvidently-r,improvidently,r
oewn-imprudently-r,imprudently,r
oewn-impudently-r,impudently,r
oewn-impulsively-r,impulsively,r
oewn-in-r,in,r
oewn-in_a_beastly_manner-r,in a beastly manner,r
oewn-in_a_broad_way-r,in a broad way,r
oewn-in_a_flash-r,in a flash,r
oewn-in_a_heartfelt_way-r,in a heartfelt way,r
oewn-in_a_higher_place-r,in a higher place,r
oewn-in_a_nutshell-r,in a nutshell,r
oewn-in_a_pig-ap-s_eye-r,in a pig's eye,r
oewn-in_a_similar_way-r,in a similar way,r
oewn-in_a_way-r,in a way,r
oewn-in_absentia-r,in absentia,r
oewn-in_addition-r,in addition,r
oewn-in_advance-r,in advance,r
oewn-in_all-r,in all,r
oewn-in_all_likelihood-r,in all likelihood,r
oewn-in_all_probability-r,in all probability,r
oewn-in_an_elaborate_way-r,in an elaborate way,r
oewn-in_and_of_itself-r,in and of itself,r
oewn-in_any_case-r,in any case,r
oewn-in_any_event-r,in any event,r
oewn-in_apposition-r,in apposition,r
oewn-in_arrears-r,in arrears,r
oewn-in_both_ears-r,in both ears,r
oewn-in_brief-r,in brief,r
oewn-in_camera-r,in camera,r
oewn-in_case-r,in case,r
oewn-in_circles-r,in circles,r
oewn-in_cold_blood-r,in cold blood,r
oewn-in_common-r,in common,r
oewn-in_common_with-r,in common with,r
oewn-in_concert-r,in concert,r
oewn-in_conclusion-r,in conclusion,r
oewn-in_darkness-r,in darkness,r
oewn-in_detail-r,in detail,r
oewn-in_due_course-r,in due course,r
oewn-in_due_season-r,in due season,r
oewn-in_due_time-r,in due time,r
oewn-in_earnest-r,in earnest,r
oewn-in_effect-r,in effect,r
oewn-in_essence-r,in essence,r
oewn-in_everyone-ap-s_thoughts-r,in everyone's thoughts,r
oewn-in_extremis-r,in extremis,r
oewn-in_fact-r,in fact,r
oewn-in_fiscal_matters-r,in fiscal matters,r
oewn-in_flight-r,in flight,r
oewn-in_front-r,in front,r
oewn-in_full-r,in full,r
oewn-in_full_action-r,in full action,r
oewn-in_full_swing-r,in full swing,r
oewn-in_fun-r,in fun,r
oewn-in_general-r,in general,r
oewn-in_good_spirits-r,in good spirits,r
oewn-in_good_time-r,in good time,r
oewn-in_great_confusion-r,in great confusion,r
oewn-in_hand-r,in hand,r
oewn-in_haste-r,in haste,r
oewn-in_her_own_right-r,in her own right,r
oewn-in_hiding-r,in hiding,r
oewn-in_his_own_right-r,in his own right,r
oewn-in_its_own_right-r,in its own right,r
oewn-in_kind-r,in kind,r
oewn-in_large_quantities-r,in large quantities,r
oewn-in_line-r,in line,r
oewn-in_loco_parentis-r,in loco parentis,r
oewn-in_low_spirits-r,in low spirits,r
oewn-in_name-r,in name,r
oewn-in_name_only-r,in name only,r
oewn-in_no_time-r,in no time,r
oewn-in_on-r,in on,r
oewn-in_one_case-r,in one case,r
oewn-in_one_ear-r,in one ear,r
oewn-in_one-ap-s_own_right-r,in one's own right,r
oewn-in_other_words-r,in other words,r
oewn-in_part-r,in part,r
oewn-in_particular-r,in particular,r
oewn-in_passing-r,in passing,r
oewn-in_perpetuity-r,in perpetuity,r
oewn-in_person-r,in person,r
oewn-in_place-r,in place,r
oewn-in_point_of_fact-r,in point of fact,r
oewn-in_principle-r,in principle,r
oewn-in_private-r,in private,r
oewn-in_public-r,in public,r
oewn-in_reality-r,in reality,r
oewn-in_return-r,in return,r
oewn-in_secret-r,in secret,r
oewn-in_short-r,in short,r
oewn-in_short_order-r,in short order,r
oewn-in_situ-r,in situ,r
oewn-in_so_far-r,in so far,r
oewn-in_someone-ap-s_way-r,in someone's way,r
oewn-in_spades-r,in spades,r
oewn-in_spite_of_appearance-r,in spite of appearance,r
oewn-in_stages-r,in stages,r
oewn-in_stride-r,in stride,r
oewn-in_tandem-r,in tandem,r
oewn-in_that-r,in that,r
oewn-in_the_adjacent_apartment-r,in the adjacent apartment,r
oewn-in_the_adjacent_house-r,in the adjacent house,r
oewn-in_the_air-r,in the air,r
oewn-in_the_bargain-r,in the bargain,r
oewn-in_the_beginning-r,in the beginning,r
oewn-in_the_end-r,in the end,r
oewn-in_the_first_place-r,in the first place,r
oewn-in_the_lead-r,in the lead,r
oewn-in_the_least-r,in the least,r
oewn-in_the_lurch-r,in the lurch,r
oewn-in_the_main-r,in the main,r
oewn-in_the_meantime-r,in the meantime,r
oewn-in_the_midst-r,in the midst,r
oewn-in_the_nick_of_time-r,in the nick of time,r
oewn-in_the_same_breath-r,in the same breath,r
oewn-in_the_south-r,in the south,r
oewn-in_the_way-r,in the way,r
oewn-in_theory-r,in theory,r
oewn-in_this-r,in this,r
oewn-in_time-r,in time,r
oewn-in_toto-r,in toto,r
oewn-in_truth-r,in truth,r
oewn-in_turn-r,in turn,r
oewn-in_two_ways-r,in two ways,r
oewn-in_utero-r,in utero,r
oewn-in_vacuo-r,in vacuo,r
oewn-in_vain-r,in vain,r
oewn-in_vitro-r,in vitro,r
oewn-in_vivo-r,in vivo,r
oewn-in_writing-r,in writing,r
oewn-inaccessibly-r,inaccessibly,r
oewn-inaccurately-r,inaccurately,r
oewn-inadequately-r,inadequately,r
oewn-inadvertently-r,inadvertently,r
oewn-inadvisably-r,inadvisably,r
oewn-inalienably-r,inalienably,r
oewn-inanely-r,inanely,r
oewn-inappropriately-r,inappropriately,r
oewn-inarguably-r,inarguably,r
oewn-inarticulately-r,inarticulately,r
oewn-inattentively-r,inattentively,r
oewn-inaudibly-r,inaudibly,r
oewn-inaugurally-r,inaugurally,r
oewn-inauspiciously-r,inauspiciously,r
oewn-incautiously-r,incautiously,r
oewn-incessantly-r,incessantly,r
oewn-incestuously-r,incestuously,r
oewn-incidentally-r,incidentally,r
oewn-incisively-r,incisively,r
oewn-incognito-r,incognito,r
oewn-incoherently-r,incoherently,r
oewn-incomparably-r,incomparably,r
oewn-incompatibly-r,incompatibly,r
oewn-incompetently-r,incompetently,r
oewn-incompletely-r,incompletely,r
oewn-inconceivably-r,inconceivably,r
oewn-inconclusively-r,inconclusively,r
oewn-incongruously-r,incongruously,r
oewn-inconsequentially-r,inconsequentially,r
oewn-inconsequently-r,inconsequently,r
oewn-inconsiderately-r,inconsiderately,r
oewn-inconsistently-r,inconsistently,r
oewn-inconspicuously-r,inconspicuously,r
oewn-incontrovertibly-r,incontrovertibly,r
oewn-inconveniently-r,inconveniently,r
oewn-incorrectly-r,incorrectly,r
oewn-incorrigibly-r,incorrigibly,r
oewn-increasingly-r,increasingly,r
oewn-incredibly-r,incredibly,r
oewn-incredulously-r,incredulously,r
oewn-incriminatingly-r,incriminatingly,r
oewn-incurably-r,incurably,r
oewn-indecently-r,indecently,r
oewn-indecisively-r,indecisively,r
oewn-indecorously-r,indecorously,r
oewn-indeed-r,indeed,r
oewn-indefatigably-r,indefatigably,r
oewn-indefinitely-r,indefinitely,r
oewn-indelibly-r,indelibly,r
oewn-independently-r,independently,r
oewn-indescribably-r,indescribably,r
oewn-indeterminably-r,indeterminably,r
oewn-indifferently-r,indifferently,r
oewn-indigenously-r,indigenously,r
oewn-indignantly-r,indignantly,r
oewn-indirectly-r,indirectly,r
oewn-indiscreetly-r,indiscreetly,r
oewn-indiscriminately-r,indiscriminately,r
oewn-indistinctly-r,indistinctly,r
oewn-individualistically-r,individualistically,r
oewn-individually-r,individually,r
oewn-indolently-r,indolently,r
oewn-indoors-r,indoors,r
oewn-indubitably-r,indubitably,r
oewn-indulgently-r,indulgently,r
oewn-industrially-r,industrially,r
oewn-industriously-r,industriously,r
oewn-ineffably-r,ineffably,r
oewn-ineffectively-r,ineffectively,r
oewn-ineffectually-r,ineffectually,r
oewn-inefficaciously-r,inefficaciously,r
oewn-inefficiently-r,inefficiently,r
oewn-inelegantly-r,inelegantly,r
oewn-ineloquently-r,ineloquently,r
oewn-ineluctably-r,ineluctably,r
oewn-ineptly-r,ineptly,r
oewn-inequitably-r,inequitably,r
oewn-inescapably-r,inescapably,r
oewn-inevitably-r,inevitably,r
oewn-inexactly-r,inexactly,r
oewn-inexcusably-r,inexcusably,r
oewn-inexhaustibly-r,inexhaustibly,r
oewn-inexorably-r,inexorably,r
oewn-inexpediently-r,inexpediently,r
oewn-inexpensively-r,inexpensively,r
oewn-inexpertly-r,inexpertly,r
oewn-inexplicably-r,inexplicably,r
oewn-inexpressibly-r,inexpressibly,r
oewn-inexpressively-r,inexpressively,r
oewn-inextricably-r,inextricably,r
oewn-infectiously-r,infectiously,r
oewn-infelicitously-r,infelicitously,r
oewn-infernally-r,infernally,r
oewn-infinitely-r,infinitely,r
oewn-inflexibly-r,inflexibly,r
oewn-influentially-r,influentially,r
oewn-informally-r,informally,r
oewn-informatively-r,informatively,r
oewn-infra-r,infra,r
oewn-infrequently-r,infrequently,r
oewn-ingeniously-r,ingeniously,r
oewn-ingenuously-r,ingenuously,r
oewn-ingloriously-r,ingloriously,r
oewn-ingratiatingly-r,ingratiatingly,r
oewn-inherently-r,inherently,r
oewn-inhospitably-r,inhospitably,r
oewn-inhumanely-r,inhumanely,r
oewn-inimitably-r,inimitably,r
oewn-iniquitously-r,iniquitously,r
oewn-initially-r,initially,r
oewn-injudiciously-r,injudiciously,r
oewn-injuriously-r,injuriously,r
oewn-inland-r,inland,r
oewn-innately-r,innately,r
oewn-innocently-r,innocently,r
oewn-inoffensively-r,inoffensively,r
oewn-inopportunely-r,inopportunely,r
oewn-inordinately-r,inordinately,r
oewn-inorganically-r,inorganically,r
oewn-inquiringly-r,inquiringly,r
oewn-inquisitively-r,inquisitively,r
oewn-insanely-r,insanely,r
oewn-insatiably-r,insatiably,r
oewn-inscriptively-r,inscriptively,r
oewn-inscrutably-r,inscrutably,r
oewn-insecticidally-r,insecticidally,r
oewn-insecurely-r,insecurely,r
oewn-insensately-r,insensately,r
oewn-insensibly-r,insensibly,r
oewn-insensitively-r,insensitively,r
oewn-inseparably-r,inseparably,r
oewn-inshore-r,inshore,r
oewn-inside-r,inside,r
oewn-inside_out-r,inside out,r
oewn-insidiously-r,insidiously,r
oewn-insignificantly-r,insignificantly,r
oewn-insincerely-r,insincerely,r
oewn-insinuatingly-r,insinuatingly,r
oewn-insipidly-r,insipidly,r
oewn-insistently-r,insistently,r
oewn-insofar-r,insofar,r
oewn-insolently-r,insolently,r
oewn-insomuch-r,insomuch,r
oewn-inspirationally-r,inspirationally,r
oewn-instantaneously-r,instantaneously,r
oewn-instantly-r,instantly,r
oewn-instead-r,instead,r
oewn-instinctively-r,instinctively,r
oewn-institutionally-r,institutionally,r
oewn-instructively-r,instructively,r
oewn-insubstantially-r,insubstantially,r
oewn-insufferably-r,insufferably,r
oewn-insufficiently-r,insufficiently,r
oewn-insultingly-r,insultingly,r
oewn-insuperably-r,insuperably,r
oewn-integrally-r,integrally,r
oewn-intellectually-r,intellectually,r
oewn-intelligently-r,intelligently,r
oewn-intelligibly-r,intelligibly,r
oewn-intemperately-r,intemperately,r
oewn-intensely-r,intensely,r
oewn-intensively-r,intensively,r
oewn-intentionally-r,intentionally,r
oewn-intently-r,intently,r
oewn-inter_alia-r,inter alia,r
oewn-interchangeably-r,interchangeably,r
oewn-interdepartmental-r,interdepartmental,r
oewn-interestingly-r,interestingly,r
oewn-intermediately-r,intermediately,r
oewn-interminably-r,interminably,r
oewn-intermittently-r,intermittently,r
oewn-internally-r,internally,r
oewn-internationally-r,internationally,r
oewn-interracially-r,interracially,r
oewn-interrogatively-r,interrogatively,r
oewn-intimately-r,intimately,r
oewn-into_the_bargain-r,into the bargain,r
oewn-into_the_wind-r,into the wind,r
oewn-intolerably-r,intolerably,r
oewn-intolerantly-r,intolerantly,r
oewn-intractably-r,intractably,r
oewn-intradermally-r,intradermally,r
oewn-intramuscularly-r,intramuscularly,r
oewn-intransitively-r,intransitively,r
oewn-intravenously-r,intravenously,r
oewn-intrepidly-r,intrepidly,r
oewn-intricately-r,intricately,r
oewn-intrinsically-r,intrinsically,r
oewn-intuitively-r,intuitively,r
oewn-invariably-r,invariably,r
oewn-inventively-r,inventively,r
oewn-inversely-r,inversely,r
oewn-inveterate-r,inveterate,r
oewn-invidiously-r,invidiously,r
oewn-invincibly-r,invincibly,r
oewn-invisibly-r,invisibly,r
oewn-invitingly-r,invitingly,r
oewn-involuntarily-r,involuntarily,r
oewn-inward-r,inward,r
oewn-inwardly-r,inwardly,r
oewn-inwards-r,inwards,r
oewn-ipso_facto-r,ipso facto,r
oewn-irately-r,irately,r
oewn-ironically-r,ironically,r
oewn-irrationally-r,irrationally,r
oewn-irregardless-r,irregardless,r
oewn-irregularly-r,irregularly,r
oewn-irrelevantly-r,irrelevantly,r
oewn-irreparably-r,irreparably,r
oewn-irreproachably-r,irreproachably,r
oewn-irresistibly-r,irresistibly,r
oewn-irresolutely-r,irresolutely,r
oewn-irrespective-r,irrespective,r
oewn-irresponsibly-r,irresponsibly,r
oewn-irretrievably-r,irretrievably,r
oewn-irreverently-r,irreverently,r
oewn-irreversibly-r,irreversibly,r
oewn-irrevocably-r,irrevocably,r
oewn-irritably-r,irritably,r
oewn-irritatingly-r,irritatingly,r
oewn-isotropically-r,isotropically,r
oewn-item-r,item,r
oewn--ap-tween-r,'tween,r
oewn--ap-tween_decks-r,'tween decks,r
oewn-vacantly-r,vacantly,r
oewn-vacuously-r,vacuously,r
oewn-vaguely-r,vaguely,r
oewn-vainly-r,vainly,r
oewn-valiantly-r,valiantly,r
oewn-validly-r,validly,r
oewn-valorously-r,valorously,r
oewn-vanishingly-r,vanishingly,r
oewn-vapidly-r,vapidly,r
oewn-variably-r,variably,r
oewn-variously-r,variously,r
oewn-vastly-r,vastly,r
